	Characteristics[CellType]	Characteristics[Organism]	Parameter Value[Compound]	Parameter Value[DoseLevel]	Parameter Value[Dose]	Unit[ConcentrationUnit]	Parameter Value[TimeOfCollection]	Unit[TimeUnit]	Array Data File
3974	kidney	Rattus norvegicus	cyclophosphamide	Middle	5	milligram per kilogram	9	hour	003017232002.CEL
3975	kidney	Rattus norvegicus	cyclophosphamide	Middle	5	milligram per kilogram	9	hour	003017232003.CEL
3976	kidney	Rattus norvegicus	cyclophosphamide	Middle	5	milligram per kilogram	9	hour	003017232004.CEL
3977	kidney	Rattus norvegicus	cyclophosphamide	Middle	5	milligram per kilogram	24	hour	003017232014.CEL
3978	kidney	Rattus norvegicus	cyclophosphamide	Middle	5	milligram per kilogram	24	hour	003017232015.CEL
3979	kidney	Rattus norvegicus	cyclophosphamide	Middle	5	milligram per kilogram	24	hour	003017232016.CEL
3980	kidney	Rattus norvegicus	cyclophosphamide	High	15	milligram per kilogram	3	hour	003017243001.CEL
3981	kidney	Rattus norvegicus	cyclophosphamide	High	15	milligram per kilogram	3	hour	003017243002.CEL
3982	kidney	Rattus norvegicus	cyclophosphamide	High	15	milligram per kilogram	3	hour	003017243003.CEL
3983	kidney	Rattus norvegicus	cyclophosphamide	High	15	milligram per kilogram	6	hour	003017243013.CEL
3984	kidney	Rattus norvegicus	cyclophosphamide	High	15	milligram per kilogram	6	hour	003017243014.CEL
3985	kidney	Rattus norvegicus	cyclophosphamide	High	15	milligram per kilogram	6	hour	003017243015.CEL
3986	kidney	Rattus norvegicus	cyclophosphamide	High	15	milligram per kilogram	9	hour	003017232005.CEL
3987	kidney	Rattus norvegicus	cyclophosphamide	High	15	milligram per kilogram	9	hour	003017232006.CEL
3988	kidney	Rattus norvegicus	cyclophosphamide	High	15	milligram per kilogram	9	hour	003017232007.CEL
3989	kidney	Rattus norvegicus	cyclophosphamide	High	15	milligram per kilogram	24	hour	003017232017.CEL
3990	kidney	Rattus norvegicus	cyclophosphamide	High	15	milligram per kilogram	24	hour	003017232018.CEL
3991	kidney	Rattus norvegicus	cyclophosphamide	High	15	milligram per kilogram	24	hour	003017232019.CEL
3992	hepatocyte	Rattus norvegicus	cyclophosphamide	Control	0	micromolar	2	hour	003017057011.CEL
3993	hepatocyte	Rattus norvegicus	cyclophosphamide	Control	0	micromolar	2	hour	003017057012.CEL
3994	hepatocyte	Rattus norvegicus	cyclophosphamide	Control	0	micromolar	8	hour	003017057019.CEL
3995	hepatocyte	Rattus norvegicus	cyclophosphamide	Control	0	micromolar	8	hour	003017057020.CEL
3996	hepatocyte	Rattus norvegicus	cyclophosphamide	Control	0	micromolar	24	hour	003017057027.CEL
3997	hepatocyte	Rattus norvegicus	cyclophosphamide	Control	0	micromolar	24	hour	003017057028.CEL
3998	hepatocyte	Rattus norvegicus	cyclophosphamide	Low	8	micromolar	2	hour	003017057013.CEL
3999	hepatocyte	Rattus norvegicus	cyclophosphamide	Low	8	micromolar	2	hour	003017057014.CEL
4000	hepatocyte	Rattus norvegicus	cyclophosphamide	Low	8	micromolar	8	hour	003017057021.CEL
4001	hepatocyte	Rattus norvegicus	cyclophosphamide	Low	8	micromolar	8	hour	003017057022.CEL
4002	hepatocyte	Rattus norvegicus	cyclophosphamide	Low	8	micromolar	24	hour	003017057029.CEL
4003	hepatocyte	Rattus norvegicus	cyclophosphamide	Low	8	micromolar	24	hour	003017057030.CEL
4004	hepatocyte	Rattus norvegicus	cyclophosphamide	Middle	40	micromolar	2	hour	003017057015.CEL
4005	hepatocyte	Rattus norvegicus	cyclophosphamide	Middle	40	micromolar	2	hour	003017057016.CEL
4006	hepatocyte	Rattus norvegicus	cyclophosphamide	Middle	40	micromolar	8	hour	003017057023.CEL
4007	hepatocyte	Rattus norvegicus	cyclophosphamide	Middle	40	micromolar	8	hour	003017057024.CEL
4008	hepatocyte	Rattus norvegicus	cyclophosphamide	Middle	40	micromolar	24	hour	003017058001.CEL
4009	hepatocyte	Rattus norvegicus	cyclophosphamide	Middle	40	micromolar	24	hour	003017058002.CEL
4010	hepatocyte	Rattus norvegicus	cyclophosphamide	High	200	micromolar	2	hour	003017057017.CEL
4011	hepatocyte	Rattus norvegicus	cyclophosphamide	High	200	micromolar	2	hour	003017057018.CEL
4012	hepatocyte	Rattus norvegicus	cyclophosphamide	High	200	micromolar	8	hour	003017057025.CEL
4013	hepatocyte	Rattus norvegicus	cyclophosphamide	High	200	micromolar	8	hour	003017057026.CEL
4014	hepatocyte	Rattus norvegicus	cyclophosphamide	High	200	micromolar	24	hour	003017058003.CEL
4015	hepatocyte	Rattus norvegicus	cyclophosphamide	High	200	micromolar	24	hour	003017058004.CEL
5516	hepatocyte	Homo sapiens	ethionine	Control	0	micromolar	2	hour	003016021001.CEL
5517	hepatocyte	Homo sapiens	ethionine	Control	0	micromolar	2	hour	003016021002.CEL
5518	hepatocyte	Homo sapiens	ethionine	Control	0	micromolar	8	hour	003016021009.CEL
5519	hepatocyte	Homo sapiens	ethionine	Control	0	micromolar	8	hour	003016021010.CEL
5520	hepatocyte	Homo sapiens	ethionine	Control	0	micromolar	24	hour	003016020024.CEL
5521	hepatocyte	Homo sapiens	ethionine	Control	0	micromolar	24	hour	003016020025.CEL
5522	hepatocyte	Homo sapiens	ethionine	Low	400	micromolar	2	hour	003016021003.CEL
5523	hepatocyte	Homo sapiens	ethionine	Low	400	micromolar	2	hour	003016021004.CEL
5524	hepatocyte	Homo sapiens	ethionine	Low	400	micromolar	8	hour	003016021011.CEL
5525	hepatocyte	Homo sapiens	ethionine	Low	400	micromolar	8	hour	003016021012.CEL
5526	hepatocyte	Homo sapiens	ethionine	Low	400	micromolar	24	hour	003016020026.CEL
5527	hepatocyte	Homo sapiens	ethionine	Low	400	micromolar	24	hour	003016020027.CEL
5528	hepatocyte	Homo sapiens	ethionine	Middle	2000	micromolar	2	hour	003016021005.CEL
5529	hepatocyte	Homo sapiens	ethionine	Middle	2000	micromolar	2	hour	003016021006.CEL
5530	hepatocyte	Homo sapiens	ethionine	Middle	2000	micromolar	8	hour	003016020020.CEL
5531	hepatocyte	Homo sapiens	ethionine	Middle	2000	micromolar	8	hour	003016020021.CEL
5532	hepatocyte	Homo sapiens	ethionine	Middle	2000	micromolar	24	hour	003016020028.CEL
5533	hepatocyte	Homo sapiens	ethionine	Middle	2000	micromolar	24	hour	003016020029.CEL
5534	hepatocyte	Homo sapiens	ethionine	High	10000	micromolar	2	hour	003016021007.CEL
5535	hepatocyte	Homo sapiens	ethionine	High	10000	micromolar	2	hour	003016021008.CEL
5536	hepatocyte	Homo sapiens	ethionine	High	10000	micromolar	8	hour	003016020022.CEL
5537	hepatocyte	Homo sapiens	ethionine	High	10000	micromolar	8	hour	003016020023.CEL
5538	hepatocyte	Homo sapiens	ethionine	High	10000	micromolar	24	hour	003016020030.CEL
5539	hepatocyte	Homo sapiens	ethionine	High	10000	micromolar	24	hour	003016030010.CEL
5540	liver	Rattus norvegicus	ethionine	Control	0	milligram per kilogram	3	hour	003017669017.CEL
5541	liver	Rattus norvegicus	ethionine	Control	0	milligram per kilogram	3	hour	003017669018.CEL
5542	liver	Rattus norvegicus	ethionine	Control	0	milligram per kilogram	3	hour	003017669019.CEL
5543	liver	Rattus norvegicus	ethionine	Control	0	milligram per kilogram	6	hour	003017669029.CEL
5544	liver	Rattus norvegicus	ethionine	Control	0	milligram per kilogram	6	hour	003017669030.CEL
5545	liver	Rattus norvegicus	ethionine	Control	0	milligram per kilogram	6	hour	003017670001.CEL
5546	liver	Rattus norvegicus	ethionine	Control	0	milligram per kilogram	9	hour	003017671005.CEL
5547	liver	Rattus norvegicus	ethionine	Control	0	milligram per kilogram	9	hour	003017671006.CEL
5548	liver	Rattus norvegicus	ethionine	Control	0	milligram per kilogram	9	hour	003017671007.CEL
5549	liver	Rattus norvegicus	ethionine	Control	0	milligram per kilogram	24	hour	003017671017.CEL
5550	liver	Rattus norvegicus	ethionine	Control	0	milligram per kilogram	24	hour	003017671018.CEL
5551	liver	Rattus norvegicus	ethionine	Control	0	milligram per kilogram	24	hour	003017671019.CEL
5552	liver	Rattus norvegicus	ethionine	Low	25	milligram per kilogram	3	hour	003017669020.CEL
5553	liver	Rattus norvegicus	ethionine	Low	25	milligram per kilogram	3	hour	003017669021.CEL
5554	liver	Rattus norvegicus	ethionine	Low	25	milligram per kilogram	3	hour	003017669022.CEL
5555	liver	Rattus norvegicus	ethionine	Low	25	milligram per kilogram	6	hour	003017670002.CEL
5556	liver	Rattus norvegicus	ethionine	Low	25	milligram per kilogram	6	hour	003017670004.CEL
5557	liver	Rattus norvegicus	ethionine	Low	25	milligram per kilogram	6	hour	003017698020.CEL
5558	liver	Rattus norvegicus	ethionine	Low	25	milligram per kilogram	9	hour	003017671008.CEL
5559	liver	Rattus norvegicus	ethionine	Low	25	milligram per kilogram	9	hour	003017671009.CEL
5560	liver	Rattus norvegicus	ethionine	Low	25	milligram per kilogram	9	hour	003017671010.CEL
5561	liver	Rattus norvegicus	ethionine	Low	25	milligram per kilogram	24	hour	003017671020.CEL
5562	liver	Rattus norvegicus	ethionine	Low	25	milligram per kilogram	24	hour	003017671021.CEL
5563	liver	Rattus norvegicus	ethionine	Low	25	milligram per kilogram	24	hour	003017671022.CEL
5564	liver	Rattus norvegicus	ethionine	Middle	80	milligram per kilogram	3	hour	003017669023.CEL
5565	liver	Rattus norvegicus	ethionine	Middle	80	milligram per kilogram	3	hour	003017669024.CEL
5566	liver	Rattus norvegicus	ethionine	Middle	80	milligram per kilogram	3	hour	003017669025.CEL
5567	liver	Rattus norvegicus	ethionine	Middle	80	milligram per kilogram	6	hour	003017670005.CEL
5568	liver	Rattus norvegicus	ethionine	Middle	80	milligram per kilogram	6	hour	003017670006.CEL
5569	liver	Rattus norvegicus	ethionine	Middle	80	milligram per kilogram	6	hour	003017670007.CEL
5570	liver	Rattus norvegicus	ethionine	Middle	80	milligram per kilogram	9	hour	003017671011.CEL
5571	liver	Rattus norvegicus	ethionine	Middle	80	milligram per kilogram	9	hour	003017671012.CEL
5572	liver	Rattus norvegicus	ethionine	Middle	80	milligram per kilogram	9	hour	003017671013.CEL
5573	liver	Rattus norvegicus	ethionine	Middle	80	milligram per kilogram	24	hour	003017671023.CEL
5574	liver	Rattus norvegicus	ethionine	Middle	80	milligram per kilogram	24	hour	003017671024.CEL
5575	liver	Rattus norvegicus	ethionine	Middle	80	milligram per kilogram	24	hour	003017671025.CEL
5576	liver	Rattus norvegicus	ethionine	High	250	milligram per kilogram	3	hour	003017669026.CEL
5577	liver	Rattus norvegicus	ethionine	High	250	milligram per kilogram	3	hour	003017669027.CEL
5578	liver	Rattus norvegicus	ethionine	High	250	milligram per kilogram	3	hour	003017669028.CEL
5579	liver	Rattus norvegicus	ethionine	High	250	milligram per kilogram	6	hour	003017670008.CEL
5580	liver	Rattus norvegicus	ethionine	High	250	milligram per kilogram	6	hour	003017670009.CEL
5581	liver	Rattus norvegicus	ethionine	High	250	milligram per kilogram	6	hour	003017670010.CEL
5582	liver	Rattus norvegicus	ethionine	High	250	milligram per kilogram	9	hour	003017671014.CEL
5583	liver	Rattus norvegicus	ethionine	High	250	milligram per kilogram	9	hour	003017671015.CEL
5584	liver	Rattus norvegicus	ethionine	High	250	milligram per kilogram	9	hour	003017671016.CEL
5585	liver	Rattus norvegicus	ethionine	High	250	milligram per kilogram	24	hour	003017671026.CEL
5586	liver	Rattus norvegicus	ethionine	High	250	milligram per kilogram	24	hour	003017671027.CEL
5587	liver	Rattus norvegicus	ethionine	High	250	milligram per kilogram	24	hour	003017671028.CEL
5588	kidney	Rattus norvegicus	ethionine	Control	0	milligram per kilogram	3	hour	003017437026.CEL
5589	kidney	Rattus norvegicus	ethionine	Control	0	milligram per kilogram	3	hour	003017437027.CEL
5590	kidney	Rattus norvegicus	ethionine	Control	0	milligram per kilogram	3	hour	003017437028.CEL
5591	kidney	Rattus norvegicus	ethionine	Control	0	milligram per kilogram	6	hour	003017438008.CEL
5592	kidney	Rattus norvegicus	ethionine	Control	0	milligram per kilogram	6	hour	003017438009.CEL
5593	kidney	Rattus norvegicus	ethionine	Control	0	milligram per kilogram	6	hour	003017438010.CEL
5594	kidney	Rattus norvegicus	ethionine	Control	0	milligram per kilogram	9	hour	003017483030.CEL
5595	kidney	Rattus norvegicus	ethionine	Control	0	milligram per kilogram	9	hour	003017484001.CEL
5596	kidney	Rattus norvegicus	ethionine	Control	0	milligram per kilogram	9	hour	003017484002.CEL
5597	kidney	Rattus norvegicus	ethionine	Control	0	milligram per kilogram	24	hour	003017484012.CEL
5598	kidney	Rattus norvegicus	ethionine	Control	0	milligram per kilogram	24	hour	003017484013.CEL
5599	kidney	Rattus norvegicus	ethionine	Control	0	milligram per kilogram	24	hour	003017484014.CEL
5600	kidney	Rattus norvegicus	ethionine	Low	25	milligram per kilogram	3	hour	003017437029.CEL
5601	kidney	Rattus norvegicus	ethionine	Low	25	milligram per kilogram	3	hour	003017437030.CEL
5602	kidney	Rattus norvegicus	ethionine	Low	25	milligram per kilogram	3	hour	003017438001.CEL
5603	kidney	Rattus norvegicus	ethionine	Low	25	milligram per kilogram	6	hour	003017438011.CEL
5604	kidney	Rattus norvegicus	ethionine	Low	25	milligram per kilogram	6	hour	003017438012.CEL
5605	kidney	Rattus norvegicus	ethionine	Low	25	milligram per kilogram	6	hour	003017438013.CEL
5606	kidney	Rattus norvegicus	ethionine	Low	25	milligram per kilogram	9	hour	003017484003.CEL
5607	kidney	Rattus norvegicus	ethionine	Low	25	milligram per kilogram	9	hour	003017484004.CEL
5608	kidney	Rattus norvegicus	ethionine	Low	25	milligram per kilogram	9	hour	003017484005.CEL
5609	kidney	Rattus norvegicus	ethionine	Low	25	milligram per kilogram	24	hour	003017484015.CEL
5610	kidney	Rattus norvegicus	ethionine	Low	25	milligram per kilogram	24	hour	003017484016.CEL
5611	kidney	Rattus norvegicus	ethionine	Low	25	milligram per kilogram	24	hour	003017484017.CEL
5612	kidney	Rattus norvegicus	ethionine	Middle	80	milligram per kilogram	3	hour	003017438002.CEL
5613	kidney	Rattus norvegicus	ethionine	Middle	80	milligram per kilogram	3	hour	003017438003.CEL
5614	kidney	Rattus norvegicus	ethionine	Middle	80	milligram per kilogram	3	hour	003017438004.CEL
5615	kidney	Rattus norvegicus	ethionine	Middle	80	milligram per kilogram	6	hour	003017438014.CEL
5616	kidney	Rattus norvegicus	ethionine	Middle	80	milligram per kilogram	6	hour	003017438015.CEL
5617	kidney	Rattus norvegicus	ethionine	Middle	80	milligram per kilogram	6	hour	003017438016.CEL
5618	kidney	Rattus norvegicus	ethionine	Middle	80	milligram per kilogram	9	hour	003017484006.CEL
5619	kidney	Rattus norvegicus	ethionine	Middle	80	milligram per kilogram	9	hour	003017484007.CEL
5620	kidney	Rattus norvegicus	ethionine	Middle	80	milligram per kilogram	9	hour	003017484008.CEL
5621	kidney	Rattus norvegicus	ethionine	Middle	80	milligram per kilogram	24	hour	003017484018.CEL
5622	kidney	Rattus norvegicus	ethionine	Middle	80	milligram per kilogram	24	hour	003017484019.CEL
5623	kidney	Rattus norvegicus	ethionine	Middle	80	milligram per kilogram	24	hour	003017484020.CEL
5624	kidney	Rattus norvegicus	ethionine	High	250	milligram per kilogram	3	hour	003017438005.CEL
5625	kidney	Rattus norvegicus	ethionine	High	250	milligram per kilogram	3	hour	003017438006.CEL
5626	kidney	Rattus norvegicus	ethionine	High	250	milligram per kilogram	3	hour	003017438007.CEL
5627	kidney	Rattus norvegicus	ethionine	High	250	milligram per kilogram	6	hour	003017438017.CEL
5628	kidney	Rattus norvegicus	ethionine	High	250	milligram per kilogram	6	hour	003017438018.CEL
5629	kidney	Rattus norvegicus	ethionine	High	250	milligram per kilogram	6	hour	003017438019.CEL
5630	kidney	Rattus norvegicus	ethionine	High	250	milligram per kilogram	9	hour	003017484009.CEL
5631	kidney	Rattus norvegicus	ethionine	High	250	milligram per kilogram	9	hour	003017484010.CEL
5632	kidney	Rattus norvegicus	ethionine	High	250	milligram per kilogram	9	hour	003017484011.CEL
5633	kidney	Rattus norvegicus	ethionine	High	250	milligram per kilogram	24	hour	003017484021.CEL
5634	kidney	Rattus norvegicus	ethionine	High	250	milligram per kilogram	24	hour	003017484022.CEL
5635	kidney	Rattus norvegicus	ethionine	High	250	milligram per kilogram	24	hour	003017484023.CEL
5636	hepatocyte	Rattus norvegicus	ethionine	Control	0	micromolar	2	hour	003017027010.CEL
5637	hepatocyte	Rattus norvegicus	ethionine	Control	0	micromolar	2	hour	003017027011.CEL
5638	hepatocyte	Rattus norvegicus	ethionine	Control	0	micromolar	8	hour	003017027018.CEL
5639	hepatocyte	Rattus norvegicus	ethionine	Control	0	micromolar	8	hour	003017027019.CEL
5640	hepatocyte	Rattus norvegicus	ethionine	Control	0	micromolar	24	hour	003017027026.CEL
5641	hepatocyte	Rattus norvegicus	ethionine	Control	0	micromolar	24	hour	003017027027.CEL
5642	hepatocyte	Rattus norvegicus	ethionine	Low	400	micromolar	2	hour	003017027012.CEL
5643	hepatocyte	Rattus norvegicus	ethionine	Low	400	micromolar	2	hour	003017027013.CEL
5644	hepatocyte	Rattus norvegicus	ethionine	Low	400	micromolar	8	hour	003017027020.CEL
5645	hepatocyte	Rattus norvegicus	ethionine	Low	400	micromolar	8	hour	003017027021.CEL
5646	hepatocyte	Rattus norvegicus	ethionine	Low	400	micromolar	24	hour	003017027028.CEL
5647	hepatocyte	Rattus norvegicus	ethionine	Low	400	micromolar	24	hour	003017027029.CEL
5648	hepatocyte	Rattus norvegicus	ethionine	Middle	2000	micromolar	2	hour	003017027014.CEL
5649	hepatocyte	Rattus norvegicus	ethionine	Middle	2000	micromolar	2	hour	003017027015.CEL
5650	hepatocyte	Rattus norvegicus	ethionine	Middle	2000	micromolar	8	hour	003017027022.CEL
5651	hepatocyte	Rattus norvegicus	ethionine	Middle	2000	micromolar	8	hour	003017027023.CEL
5652	hepatocyte	Rattus norvegicus	ethionine	Middle	2000	micromolar	24	hour	003017027030.CEL
5653	hepatocyte	Rattus norvegicus	ethionine	Middle	2000	micromolar	24	hour	003017028001.CEL
5654	hepatocyte	Rattus norvegicus	ethionine	High	10000	micromolar	2	hour	003017027016.CEL
5655	hepatocyte	Rattus norvegicus	ethionine	High	10000	micromolar	2	hour	003017027017.CEL
5656	hepatocyte	Rattus norvegicus	ethionine	High	10000	micromolar	8	hour	003017027024.CEL
5657	hepatocyte	Rattus norvegicus	ethionine	High	10000	micromolar	8	hour	003017027025.CEL
5658	hepatocyte	Rattus norvegicus	ethionine	High	10000	micromolar	24	hour	003017028002.CEL
5659	hepatocyte	Rattus norvegicus	ethionine	High	10000	micromolar	24	hour	003017028003.CEL
6692	hepatocyte	Homo sapiens	hexachlorobenzene	Control	0	micromolar	2	hour	003016026030.CEL
6693	hepatocyte	Homo sapiens	hexachlorobenzene	Control	0	micromolar	2	hour	003016027001.CEL
6694	hepatocyte	Homo sapiens	hexachlorobenzene	Control	0	micromolar	8	hour	003016027008.CEL
6695	hepatocyte	Homo sapiens	hexachlorobenzene	Control	0	micromolar	8	hour	003016027009.CEL
6696	hepatocyte	Homo sapiens	hexachlorobenzene	Control	0	micromolar	24	hour	003016027016.CEL
6697	hepatocyte	Homo sapiens	hexachlorobenzene	Control	0	micromolar	24	hour	003016027017.CEL
6698	hepatocyte	Homo sapiens	hexachlorobenzene	Low	01.lut	micromolar	2	hour	003016027002.CEL
6699	hepatocyte	Homo sapiens	hexachlorobenzene	Low	01.lut	micromolar	2	hour	003016027003.CEL
6700	hepatocyte	Homo sapiens	hexachlorobenzene	Low	01.lut	micromolar	8	hour	003016027010.CEL
6701	hepatocyte	Homo sapiens	hexachlorobenzene	Low	01.lut	micromolar	8	hour	003016027011.CEL
6702	hepatocyte	Homo sapiens	hexachlorobenzene	Low	01.lut	micromolar	24	hour	003016027018.CEL
6703	hepatocyte	Homo sapiens	hexachlorobenzene	Low	01.lut	micromolar	24	hour	003016027019.CEL
6704	hepatocyte	Homo sapiens	hexachlorobenzene	Middle	6	micromolar	2	hour	003016027004.CEL
6705	hepatocyte	Homo sapiens	hexachlorobenzene	Middle	6	micromolar	2	hour	003016027005.CEL
6706	hepatocyte	Homo sapiens	hexachlorobenzene	Middle	6	micromolar	8	hour	003016027012.CEL
6707	hepatocyte	Homo sapiens	hexachlorobenzene	Middle	6	micromolar	8	hour	003016027013.CEL
6708	hepatocyte	Homo sapiens	hexachlorobenzene	Middle	6	micromolar	24	hour	003016027020.CEL
6709	hepatocyte	Homo sapiens	hexachlorobenzene	Middle	6	micromolar	24	hour	003016027021.CEL
