	Characteristics[CellType]	Characteristics[Organism]	Parameter Value[Compound]	Parameter Value[DoseLevel]	Parameter Value[Dose]	Unit[ConcentrationUnit]	Parameter Value[TimeOfCollection]	Unit[TimeUnit]	Array Data File
2169	hepatocyte	Rattus norvegicus	captopril	Low	400	micromolar	8	hour	003017303025.CEL
2170	hepatocyte	Rattus norvegicus	captopril	Low	400	micromolar	24	hour	003017304026.CEL
2171	hepatocyte	Rattus norvegicus	captopril	Low	400	micromolar	24	hour	003017304027.CEL
2172	hepatocyte	Rattus norvegicus	captopril	Middle	2000	micromolar	2	hour	003017303018.CEL
2173	hepatocyte	Rattus norvegicus	captopril	Middle	2000	micromolar	2	hour	003017303019.CEL
2174	hepatocyte	Rattus norvegicus	captopril	Middle	2000	micromolar	8	hour	003017303026.CEL
2175	hepatocyte	Rattus norvegicus	captopril	Middle	2000	micromolar	8	hour	003017303027.CEL
2176	hepatocyte	Rattus norvegicus	captopril	Middle	2000	micromolar	24	hour	003017304028.CEL
2177	hepatocyte	Rattus norvegicus	captopril	Middle	2000	micromolar	24	hour	003017304029.CEL
2178	hepatocyte	Rattus norvegicus	captopril	High	10000	micromolar	2	hour	003017303020.CEL
2179	hepatocyte	Rattus norvegicus	captopril	High	10000	micromolar	2	hour	003017303021.CEL
2180	hepatocyte	Rattus norvegicus	captopril	High	10000	micromolar	8	hour	003017303028.CEL
2181	hepatocyte	Rattus norvegicus	captopril	High	10000	micromolar	8	hour	003017303029.CEL
2182	hepatocyte	Rattus norvegicus	captopril	High	10000	micromolar	24	hour	003017304030.CEL
2183	hepatocyte	Rattus norvegicus	captopril	High	10000	micromolar	24	hour	003017305001.CEL
3212	hepatocyte	Homo sapiens	ciprofloxacin	Control	0	micromolar	8	hour	003016058026.CEL
3213	hepatocyte	Homo sapiens	ciprofloxacin	Control	0	micromolar	8	hour	003016058027.CEL
3214	hepatocyte	Homo sapiens	ciprofloxacin	Control	0	micromolar	24	hour	003016059002.CEL
3215	hepatocyte	Homo sapiens	ciprofloxacin	Control	0	micromolar	24	hour	003016059003.CEL
3216	hepatocyte	Homo sapiens	ciprofloxacin	Middle	5	micromolar	8	hour	003016058028.CEL
3217	hepatocyte	Homo sapiens	ciprofloxacin	Middle	5	micromolar	8	hour	003016058029.CEL
3218	hepatocyte	Homo sapiens	ciprofloxacin	Middle	5	micromolar	24	hour	003016059004.CEL
3219	hepatocyte	Homo sapiens	ciprofloxacin	Middle	5	micromolar	24	hour	003016059005.CEL
3220	hepatocyte	Homo sapiens	ciprofloxacin	High	25	micromolar	8	hour	003016058030.CEL
3221	hepatocyte	Homo sapiens	ciprofloxacin	High	25	micromolar	8	hour	003016059001.CEL
3222	hepatocyte	Homo sapiens	ciprofloxacin	High	25	micromolar	24	hour	003016059006.CEL
3223	hepatocyte	Homo sapiens	ciprofloxacin	High	25	micromolar	24	hour	003016059007.CEL
3224	liver	Rattus norvegicus	ciprofloxacin	Control	0	milligram per kilogram	3	hour	003017090016.CEL
3225	liver	Rattus norvegicus	ciprofloxacin	Control	0	milligram per kilogram	3	hour	003017090017.CEL
3226	liver	Rattus norvegicus	ciprofloxacin	Control	0	milligram per kilogram	3	hour	003017090018.CEL
3227	liver	Rattus norvegicus	ciprofloxacin	Control	0	milligram per kilogram	6	hour	003017090028.CEL
3228	liver	Rattus norvegicus	ciprofloxacin	Control	0	milligram per kilogram	6	hour	003017090029.CEL
3229	liver	Rattus norvegicus	ciprofloxacin	Control	0	milligram per kilogram	6	hour	003017090030.CEL
3230	liver	Rattus norvegicus	ciprofloxacin	Control	0	milligram per kilogram	9	hour	003017091001.CEL
3231	liver	Rattus norvegicus	ciprofloxacin	Control	0	milligram per kilogram	9	hour	003017091002.CEL
3232	liver	Rattus norvegicus	ciprofloxacin	Control	0	milligram per kilogram	9	hour	003017091003.CEL
3233	liver	Rattus norvegicus	ciprofloxacin	Control	0	milligram per kilogram	24	hour	003017091013.CEL
3234	liver	Rattus norvegicus	ciprofloxacin	Control	0	milligram per kilogram	24	hour	003017091014.CEL
3235	liver	Rattus norvegicus	ciprofloxacin	Control	0	milligram per kilogram	24	hour	003017091022.CEL
3236	liver	Rattus norvegicus	ciprofloxacin	Low	100	milligram per kilogram	3	hour	003017090019.CEL
3237	liver	Rattus norvegicus	ciprofloxacin	Low	100	milligram per kilogram	3	hour	003017090020.CEL
3238	liver	Rattus norvegicus	ciprofloxacin	Low	100	milligram per kilogram	3	hour	003017090021.CEL
3239	liver	Rattus norvegicus	ciprofloxacin	Low	100	milligram per kilogram	6	hour	003017091025.CEL
3240	liver	Rattus norvegicus	ciprofloxacin	Low	100	milligram per kilogram	6	hour	003017091026.CEL
3241	liver	Rattus norvegicus	ciprofloxacin	Low	100	milligram per kilogram	6	hour	003017091027.CEL
3242	liver	Rattus norvegicus	ciprofloxacin	Low	100	milligram per kilogram	9	hour	003017091004.CEL
3243	liver	Rattus norvegicus	ciprofloxacin	Low	100	milligram per kilogram	9	hour	003017091005.CEL
3244	liver	Rattus norvegicus	ciprofloxacin	Low	100	milligram per kilogram	9	hour	003017091006.CEL
3245	liver	Rattus norvegicus	ciprofloxacin	Low	100	milligram per kilogram	24	hour	003017091015.CEL
3246	liver	Rattus norvegicus	ciprofloxacin	Low	100	milligram per kilogram	24	hour	003017091016.CEL
3247	liver	Rattus norvegicus	ciprofloxacin	Low	100	milligram per kilogram	24	hour	003017091017.CEL
3248	liver	Rattus norvegicus	ciprofloxacin	Middle	300	milligram per kilogram	3	hour	003017090022.CEL
3249	liver	Rattus norvegicus	ciprofloxacin	Middle	300	milligram per kilogram	3	hour	003017090023.CEL
3250	liver	Rattus norvegicus	ciprofloxacin	Middle	300	milligram per kilogram	3	hour	003017090024.CEL
3251	liver	Rattus norvegicus	ciprofloxacin	Middle	300	milligram per kilogram	6	hour	003017091028.CEL
3252	liver	Rattus norvegicus	ciprofloxacin	Middle	300	milligram per kilogram	6	hour	003017091029.CEL
3253	liver	Rattus norvegicus	ciprofloxacin	Middle	300	milligram per kilogram	6	hour	003017091030.CEL
3254	liver	Rattus norvegicus	ciprofloxacin	Middle	300	milligram per kilogram	9	hour	003017091007.CEL
3255	liver	Rattus norvegicus	ciprofloxacin	Middle	300	milligram per kilogram	9	hour	003017091008.CEL
3256	liver	Rattus norvegicus	ciprofloxacin	Middle	300	milligram per kilogram	9	hour	003017091009.CEL
3257	liver	Rattus norvegicus	ciprofloxacin	Middle	300	milligram per kilogram	24	hour	003017091018.CEL
3258	liver	Rattus norvegicus	ciprofloxacin	Middle	300	milligram per kilogram	24	hour	003017091019.CEL
3259	liver	Rattus norvegicus	ciprofloxacin	Middle	300	milligram per kilogram	24	hour	003017091020.CEL
3260	liver	Rattus norvegicus	ciprofloxacin	High	1000	milligram per kilogram	3	hour	003017090025.CEL
3261	liver	Rattus norvegicus	ciprofloxacin	High	1000	milligram per kilogram	3	hour	003017090026.CEL
3262	liver	Rattus norvegicus	ciprofloxacin	High	1000	milligram per kilogram	3	hour	003017090027.CEL
3263	liver	Rattus norvegicus	ciprofloxacin	High	1000	milligram per kilogram	6	hour	003017092001.CEL
3264	liver	Rattus norvegicus	ciprofloxacin	High	1000	milligram per kilogram	6	hour	003017092002.CEL
3265	liver	Rattus norvegicus	ciprofloxacin	High	1000	milligram per kilogram	6	hour	003017092003.CEL
3266	liver	Rattus norvegicus	ciprofloxacin	High	1000	milligram per kilogram	9	hour	003017091010.CEL
3267	liver	Rattus norvegicus	ciprofloxacin	High	1000	milligram per kilogram	9	hour	003017091011.CEL
3268	liver	Rattus norvegicus	ciprofloxacin	High	1000	milligram per kilogram	9	hour	003017091012.CEL
3269	liver	Rattus norvegicus	ciprofloxacin	High	1000	milligram per kilogram	24	hour	003017091021.CEL
3270	liver	Rattus norvegicus	ciprofloxacin	High	1000	milligram per kilogram	24	hour	003017091023.CEL
3271	liver	Rattus norvegicus	ciprofloxacin	High	1000	milligram per kilogram	24	hour	003017091024.CEL
3272	kidney	Rattus norvegicus	ciprofloxacin	Control	0	milligram per kilogram	3	hour	003017845024.CEL
3273	kidney	Rattus norvegicus	ciprofloxacin	Control	0	milligram per kilogram	3	hour	003017845025.CEL
3274	kidney	Rattus norvegicus	ciprofloxacin	Control	0	milligram per kilogram	3	hour	003017845026.CEL
3275	kidney	Rattus norvegicus	ciprofloxacin	Control	0	milligram per kilogram	6	hour	003017846006.CEL
3276	kidney	Rattus norvegicus	ciprofloxacin	Control	0	milligram per kilogram	6	hour	003017846007.CEL
3277	kidney	Rattus norvegicus	ciprofloxacin	Control	0	milligram per kilogram	6	hour	003017846008.CEL
3278	kidney	Rattus norvegicus	ciprofloxacin	Control	0	milligram per kilogram	9	hour	003017837022.CEL
3279	kidney	Rattus norvegicus	ciprofloxacin	Control	0	milligram per kilogram	9	hour	003017837023.CEL
3280	kidney	Rattus norvegicus	ciprofloxacin	Control	0	milligram per kilogram	9	hour	003017837024.CEL
3281	kidney	Rattus norvegicus	ciprofloxacin	Control	0	milligram per kilogram	24	hour	003017838004.CEL
3282	kidney	Rattus norvegicus	ciprofloxacin	Control	0	milligram per kilogram	24	hour	003017838005.CEL
3283	kidney	Rattus norvegicus	ciprofloxacin	Control	0	milligram per kilogram	24	hour	003017838006.CEL
3284	kidney	Rattus norvegicus	ciprofloxacin	Low	100	milligram per kilogram	3	hour	003017845027.CEL
3285	kidney	Rattus norvegicus	ciprofloxacin	Low	100	milligram per kilogram	3	hour	003017845028.CEL
3286	kidney	Rattus norvegicus	ciprofloxacin	Low	100	milligram per kilogram	3	hour	003017845029.CEL
3287	kidney	Rattus norvegicus	ciprofloxacin	Low	100	milligram per kilogram	6	hour	003017846009.CEL
3288	kidney	Rattus norvegicus	ciprofloxacin	Low	100	milligram per kilogram	6	hour	003017846010.CEL
3289	kidney	Rattus norvegicus	ciprofloxacin	Low	100	milligram per kilogram	6	hour	003017846011.CEL
3290	kidney	Rattus norvegicus	ciprofloxacin	Low	100	milligram per kilogram	9	hour	003017837025.CEL
3291	kidney	Rattus norvegicus	ciprofloxacin	Low	100	milligram per kilogram	9	hour	003017837026.CEL
3292	kidney	Rattus norvegicus	ciprofloxacin	Low	100	milligram per kilogram	9	hour	003017837027.CEL
3293	kidney	Rattus norvegicus	ciprofloxacin	Low	100	milligram per kilogram	24	hour	003017838007.CEL
3294	kidney	Rattus norvegicus	ciprofloxacin	Low	100	milligram per kilogram	24	hour	003017838008.CEL
3295	kidney	Rattus norvegicus	ciprofloxacin	Low	100	milligram per kilogram	24	hour	003017838009.CEL
3296	kidney	Rattus norvegicus	ciprofloxacin	Middle	300	milligram per kilogram	3	hour	003017845030.CEL
3297	kidney	Rattus norvegicus	ciprofloxacin	Middle	300	milligram per kilogram	3	hour	003017846001.CEL
3298	kidney	Rattus norvegicus	ciprofloxacin	Middle	300	milligram per kilogram	3	hour	003017846002.CEL
3299	kidney	Rattus norvegicus	ciprofloxacin	Middle	300	milligram per kilogram	6	hour	003017846012.CEL
3300	kidney	Rattus norvegicus	ciprofloxacin	Middle	300	milligram per kilogram	6	hour	003017846013.CEL
3301	kidney	Rattus norvegicus	ciprofloxacin	Middle	300	milligram per kilogram	6	hour	003017852030.CEL
3302	kidney	Rattus norvegicus	ciprofloxacin	Middle	300	milligram per kilogram	9	hour	003017837028.CEL
3303	kidney	Rattus norvegicus	ciprofloxacin	Middle	300	milligram per kilogram	9	hour	003017837029.CEL
3304	kidney	Rattus norvegicus	ciprofloxacin	Middle	300	milligram per kilogram	9	hour	003017837030.CEL
3305	kidney	Rattus norvegicus	ciprofloxacin	Middle	300	milligram per kilogram	24	hour	003017838010.CEL
3306	kidney	Rattus norvegicus	ciprofloxacin	Middle	300	milligram per kilogram	24	hour	003017838011.CEL
3307	kidney	Rattus norvegicus	ciprofloxacin	Middle	300	milligram per kilogram	24	hour	003017838012.CEL
3308	kidney	Rattus norvegicus	ciprofloxacin	High	1000	milligram per kilogram	3	hour	003017846003.CEL
3309	kidney	Rattus norvegicus	ciprofloxacin	High	1000	milligram per kilogram	3	hour	003017846004.CEL
3310	kidney	Rattus norvegicus	ciprofloxacin	High	1000	milligram per kilogram	3	hour	003017846005.CEL
3311	kidney	Rattus norvegicus	ciprofloxacin	High	1000	milligram per kilogram	6	hour	003017846014.CEL
3312	kidney	Rattus norvegicus	ciprofloxacin	High	1000	milligram per kilogram	6	hour	003017846015.CEL
3313	kidney	Rattus norvegicus	ciprofloxacin	High	1000	milligram per kilogram	6	hour	003017846016.CEL
3314	kidney	Rattus norvegicus	ciprofloxacin	High	1000	milligram per kilogram	9	hour	003017838001.CEL
3315	kidney	Rattus norvegicus	ciprofloxacin	High	1000	milligram per kilogram	9	hour	003017838002.CEL
3316	kidney	Rattus norvegicus	ciprofloxacin	High	1000	milligram per kilogram	9	hour	003017838003.CEL
3317	kidney	Rattus norvegicus	ciprofloxacin	High	1000	milligram per kilogram	24	hour	003017838013.CEL
3318	kidney	Rattus norvegicus	ciprofloxacin	High	1000	milligram per kilogram	24	hour	003017838014.CEL
3319	kidney	Rattus norvegicus	ciprofloxacin	High	1000	milligram per kilogram	24	hour	003017838015.CEL
3320	hepatocyte	Rattus norvegicus	ciprofloxacin	Control	0	micromolar	2	hour	003017121006.CEL
3321	hepatocyte	Rattus norvegicus	ciprofloxacin	Control	0	micromolar	2	hour	003017121007.CEL
3322	hepatocyte	Rattus norvegicus	ciprofloxacin	Control	0	micromolar	8	hour	003017121014.CEL
3323	hepatocyte	Rattus norvegicus	ciprofloxacin	Control	0	micromolar	8	hour	003017121015.CEL
3324	hepatocyte	Rattus norvegicus	ciprofloxacin	Control	0	micromolar	24	hour	003017121022.CEL
3325	hepatocyte	Rattus norvegicus	ciprofloxacin	Control	0	micromolar	24	hour	003017121023.CEL
3326	hepatocyte	Rattus norvegicus	ciprofloxacin	Low	1	micromolar	2	hour	003017121008.CEL
3327	hepatocyte	Rattus norvegicus	ciprofloxacin	Low	1	micromolar	2	hour	003017121009.CEL
3328	hepatocyte	Rattus norvegicus	ciprofloxacin	Low	1	micromolar	8	hour	003017121016.CEL
3329	hepatocyte	Rattus norvegicus	ciprofloxacin	Low	1	micromolar	8	hour	003017121017.CEL
3330	hepatocyte	Rattus norvegicus	ciprofloxacin	Low	1	micromolar	24	hour	003017121024.CEL
3331	hepatocyte	Rattus norvegicus	ciprofloxacin	Low	1	micromolar	24	hour	003017121025.CEL
3332	hepatocyte	Rattus norvegicus	ciprofloxacin	Middle	5	micromolar	2	hour	003017121010.CEL
3333	hepatocyte	Rattus norvegicus	ciprofloxacin	Middle	5	micromolar	2	hour	003017121011.CEL
3334	hepatocyte	Rattus norvegicus	ciprofloxacin	Middle	5	micromolar	8	hour	003017121018.CEL
3335	hepatocyte	Rattus norvegicus	ciprofloxacin	Middle	5	micromolar	8	hour	003017121019.CEL
3336	hepatocyte	Rattus norvegicus	ciprofloxacin	Middle	5	micromolar	24	hour	003017121026.CEL
3337	hepatocyte	Rattus norvegicus	ciprofloxacin	Middle	5	micromolar	24	hour	003017121027.CEL
3338	hepatocyte	Rattus norvegicus	ciprofloxacin	High	25	micromolar	2	hour	003017121012.CEL
3339	hepatocyte	Rattus norvegicus	ciprofloxacin	High	25	micromolar	2	hour	003017121013.CEL
3340	hepatocyte	Rattus norvegicus	ciprofloxacin	High	25	micromolar	8	hour	003017121020.CEL
3341	hepatocyte	Rattus norvegicus	ciprofloxacin	High	25	micromolar	8	hour	003017121021.CEL
3342	hepatocyte	Rattus norvegicus	ciprofloxacin	High	25	micromolar	24	hour	003017121028.CEL
3343	hepatocyte	Rattus norvegicus	ciprofloxacin	High	25	micromolar	24	hour	003017121029.CEL
3464	hepatocyte	Homo sapiens	clofibrate	Control	0	micromolar	2	hour	003016017010.CEL
3465	hepatocyte	Homo sapiens	clofibrate	Control	0	micromolar	2	hour	003016017011.CEL
3466	hepatocyte	Homo sapiens	clofibrate	Control	0	micromolar	8	hour	003016017018.CEL
3467	hepatocyte	Homo sapiens	clofibrate	Control	0	micromolar	8	hour	003016017019.CEL
3468	hepatocyte	Homo sapiens	clofibrate	Control	0	micromolar	24	hour	003016017026.CEL
3469	hepatocyte	Homo sapiens	clofibrate	Control	0	micromolar	24	hour	003016017027.CEL
3470	hepatocyte	Homo sapiens	clofibrate	Low	12	micromolar	2	hour	003016017012.CEL
3471	hepatocyte	Homo sapiens	clofibrate	Low	12	micromolar	2	hour	003016017013.CEL
3472	hepatocyte	Homo sapiens	clofibrate	Low	12	micromolar	8	hour	003016017020.CEL
3473	hepatocyte	Homo sapiens	clofibrate	Low	12	micromolar	8	hour	003016017021.CEL
3474	hepatocyte	Homo sapiens	clofibrate	Low	12	micromolar	24	hour	003016017028.CEL
3475	hepatocyte	Homo sapiens	clofibrate	Low	12	micromolar	24	hour	003016017029.CEL
3476	hepatocyte	Homo sapiens	clofibrate	Middle	60	micromolar	2	hour	003016017014.CEL
3477	hepatocyte	Homo sapiens	clofibrate	Middle	60	micromolar	2	hour	003016017015.CEL
3478	hepatocyte	Homo sapiens	clofibrate	Middle	60	micromolar	8	hour	003016017022.CEL
3479	hepatocyte	Homo sapiens	clofibrate	Middle	60	micromolar	8	hour	003016017023.CEL
3480	hepatocyte	Homo sapiens	clofibrate	Middle	60	micromolar	24	hour	003016017030.CEL
3481	hepatocyte	Homo sapiens	clofibrate	Middle	60	micromolar	24	hour	003016018001.CEL
3482	hepatocyte	Homo sapiens	clofibrate	High	300	micromolar	2	hour	003016017016.CEL
3483	hepatocyte	Homo sapiens	clofibrate	High	300	micromolar	2	hour	003016017017.CEL
3484	hepatocyte	Homo sapiens	clofibrate	High	300	micromolar	8	hour	003016017024.CEL
3485	hepatocyte	Homo sapiens	clofibrate	High	300	micromolar	8	hour	003016017025.CEL
3486	hepatocyte	Homo sapiens	clofibrate	High	300	micromolar	24	hour	003016018002.CEL
3487	hepatocyte	Homo sapiens	clofibrate	High	300	micromolar	24	hour	003016018003.CEL
3488	liver	Rattus norvegicus	clofibrate	Control	0	milligram per kilogram	3	hour	003017659006.CEL
3489	liver	Rattus norvegicus	clofibrate	Control	0	milligram per kilogram	3	hour	003017659007.CEL
3490	liver	Rattus norvegicus	clofibrate	Control	0	milligram per kilogram	3	hour	003017659008.CEL
3491	liver	Rattus norvegicus	clofibrate	Control	0	milligram per kilogram	6	hour	003017659018.CEL
3492	liver	Rattus norvegicus	clofibrate	Control	0	milligram per kilogram	6	hour	003017659019.CEL
3493	liver	Rattus norvegicus	clofibrate	Control	0	milligram per kilogram	6	hour	003017659020.CEL
3494	liver	Rattus norvegicus	clofibrate	Control	0	milligram per kilogram	9	hour	003017659030.CEL
3495	liver	Rattus norvegicus	clofibrate	Control	0	milligram per kilogram	9	hour	003017660001.CEL
3496	liver	Rattus norvegicus	clofibrate	Control	0	milligram per kilogram	9	hour	003017660002.CEL
3497	liver	Rattus norvegicus	clofibrate	Control	0	milligram per kilogram	24	hour	003017660012.CEL
3498	liver	Rattus norvegicus	clofibrate	Control	0	milligram per kilogram	24	hour	003017660013.CEL
3499	liver	Rattus norvegicus	clofibrate	Control	0	milligram per kilogram	24	hour	003017660014.CEL
3500	liver	Rattus norvegicus	clofibrate	Low	30	milligram per kilogram	3	hour	003017659009.CEL
3501	liver	Rattus norvegicus	clofibrate	Low	30	milligram per kilogram	3	hour	003017659010.CEL
3502	liver	Rattus norvegicus	clofibrate	Low	30	milligram per kilogram	3	hour	003017659011.CEL
3503	liver	Rattus norvegicus	clofibrate	Low	30	milligram per kilogram	6	hour	003017659021.CEL
3504	liver	Rattus norvegicus	clofibrate	Low	30	milligram per kilogram	6	hour	003017659022.CEL
3505	liver	Rattus norvegicus	clofibrate	Low	30	milligram per kilogram	6	hour	003017659023.CEL
3506	liver	Rattus norvegicus	clofibrate	Low	30	milligram per kilogram	9	hour	003017660003.CEL
3507	liver	Rattus norvegicus	clofibrate	Low	30	milligram per kilogram	9	hour	003017660004.CEL
3508	liver	Rattus norvegicus	clofibrate	Low	30	milligram per kilogram	9	hour	003017660005.CEL
3509	liver	Rattus norvegicus	clofibrate	Low	30	milligram per kilogram	24	hour	003017660015.CEL
3510	liver	Rattus norvegicus	clofibrate	Low	30	milligram per kilogram	24	hour	003017660016.CEL
3511	liver	Rattus norvegicus	clofibrate	Low	30	milligram per kilogram	24	hour	003017660017.CEL
3512	liver	Rattus norvegicus	clofibrate	Middle	100	milligram per kilogram	3	hour	003017659012.CEL
