	Characteristics[CellType]	Characteristics[Organism]	Parameter Value[Compound]	Parameter Value[DoseLevel]	Parameter Value[Dose]	Unit[ConcentrationUnit]	Parameter Value[TimeOfCollection]	Unit[TimeUnit]	Array Data File
5143	hepatocyte	Homo sapiens	ethambutol	High	4000	micromolar	24	hour	003016069019.CEL
5153	liver	Rattus norvegicus	ethambutol	Control	0	milligram per kilogram	24	hour	003017201014.CEL
5154	liver	Rattus norvegicus	ethambutol	Control	0	milligram per kilogram	24	hour	003017201015.CEL
5155	liver	Rattus norvegicus	ethambutol	Control	0	milligram per kilogram	24	hour	003017201016.CEL
5189	liver	Rattus norvegicus	ethambutol	High	1000	milligram per kilogram	24	hour	003017201023.CEL
5190	liver	Rattus norvegicus	ethambutol	High	1000	milligram per kilogram	24	hour	003017201024.CEL
5191	liver	Rattus norvegicus	ethambutol	High	1000	milligram per kilogram	24	hour	003017201025.CEL
5196	hepatocyte	Rattus norvegicus	ethambutol	Control	0	micromolar	24	hour	003017257012.CEL
5197	hepatocyte	Rattus norvegicus	ethambutol	Control	0	micromolar	24	hour	003017257013.CEL
5214	hepatocyte	Rattus norvegicus	ethambutol	High	4000	micromolar	24	hour	003017257018.CEL
5215	hepatocyte	Rattus norvegicus	ethambutol	High	4000	micromolar	24	hour	003017257019.CEL
5218	hepatocyte	Homo sapiens	ethanol	Control	0	micromolar	24	hour	003016081015.CEL
5219	hepatocyte	Homo sapiens	ethanol	Control	0	micromolar	24	hour	003016081016.CEL
5226	hepatocyte	Homo sapiens	ethanol	High	10000	micromolar	24	hour	003016081019.CEL
5227	hepatocyte	Homo sapiens	ethanol	High	10000	micromolar	24	hour	003016081020.CEL
5237	liver	Rattus norvegicus	ethanol	Control	0	milligram per kilogram	24	hour	003017545013.CEL
5238	liver	Rattus norvegicus	ethanol	Control	0	milligram per kilogram	24	hour	003017545014.CEL
5239	liver	Rattus norvegicus	ethanol	Control	0	milligram per kilogram	24	hour	003017545015.CEL
5273	liver	Rattus norvegicus	ethanol	High	4000	milligram per kilogram	24	hour	003017545022.CEL
5274	liver	Rattus norvegicus	ethanol	High	4000	milligram per kilogram	24	hour	003017545023.CEL
5275	liver	Rattus norvegicus	ethanol	High	4000	milligram per kilogram	24	hour	003017545024.CEL
5280	hepatocyte	Rattus norvegicus	ethanol	Control	0	micromolar	24	hour	003017549017.CEL
5281	hepatocyte	Rattus norvegicus	ethanol	Control	0	micromolar	24	hour	003017549018.CEL
5298	hepatocyte	Rattus norvegicus	ethanol	High	10000	micromolar	24	hour	003017549023.CEL
5299	hepatocyte	Rattus norvegicus	ethanol	High	10000	micromolar	24	hour	003017549024.CEL
5302	hepatocyte	Homo sapiens	ethinylestradiol	Control	0	micromolar	24	hour	003016061002.CEL
5303	hepatocyte	Homo sapiens	ethinylestradiol	Control	0	micromolar	24	hour	003016061003.CEL
5310	hepatocyte	Homo sapiens	ethinylestradiol	High	15	micromolar	24	hour	003016061006.CEL
5311	hepatocyte	Homo sapiens	ethinylestradiol	High	15	micromolar	24	hour	003016061007.CEL
5321	liver	Rattus norvegicus	ethinylestradiol	Control	0	milligram per kilogram	24	hour	003017064013.CEL
5322	liver	Rattus norvegicus	ethinylestradiol	Control	0	milligram per kilogram	24	hour	003017064014.CEL
5323	liver	Rattus norvegicus	ethinylestradiol	Control	0	milligram per kilogram	24	hour	003017064015.CEL
5357	liver	Rattus norvegicus	ethinylestradiol	High	10	milligram per kilogram	24	hour	003017064022.CEL
5358	liver	Rattus norvegicus	ethinylestradiol	High	10	milligram per kilogram	24	hour	003017064023.CEL
5359	liver	Rattus norvegicus	ethinylestradiol	High	10	milligram per kilogram	24	hour	003017064024.CEL
5369	kidney	Rattus norvegicus	ethinylestradiol	Control	0	milligram per kilogram	24	hour	003017446005.CEL
5370	kidney	Rattus norvegicus	ethinylestradiol	Control	0	milligram per kilogram	24	hour	003017446006.CEL
5371	kidney	Rattus norvegicus	ethinylestradiol	Control	0	milligram per kilogram	24	hour	003017446007.CEL
5405	kidney	Rattus norvegicus	ethinylestradiol	High	10	milligram per kilogram	24	hour	003017446014.CEL
5406	kidney	Rattus norvegicus	ethinylestradiol	High	10	milligram per kilogram	24	hour	003017446015.CEL
5407	kidney	Rattus norvegicus	ethinylestradiol	High	10	milligram per kilogram	24	hour	003017446016.CEL
5412	hepatocyte	Rattus norvegicus	ethinylestradiol	Control	0	micromolar	24	hour	003017145017.CEL
5413	hepatocyte	Rattus norvegicus	ethinylestradiol	Control	0	micromolar	24	hour	003017145018.CEL
5430	hepatocyte	Rattus norvegicus	ethinylestradiol	High	15	micromolar	24	hour	003017145023.CEL
5431	hepatocyte	Rattus norvegicus	ethinylestradiol	High	15	micromolar	24	hour	003017145024.CEL
5434	hepatocyte	Homo sapiens	ethionamide	Control	0	micromolar	24	hour	003016080021.CEL
5435	hepatocyte	Homo sapiens	ethionamide	Control	0	micromolar	24	hour	003016080022.CEL
5442	hepatocyte	Homo sapiens	ethionamide	High	600	micromolar	24	hour	003016080025.CEL
5443	hepatocyte	Homo sapiens	ethionamide	High	600	micromolar	24	hour	003016080026.CEL
5453	liver	Rattus norvegicus	ethionamide	Control	0	milligram per kilogram	24	hour	003017542006.CEL
5454	liver	Rattus norvegicus	ethionamide	Control	0	milligram per kilogram	24	hour	003017542007.CEL
5455	liver	Rattus norvegicus	ethionamide	Control	0	milligram per kilogram	24	hour	003017542008.CEL
5489	liver	Rattus norvegicus	ethionamide	High	1000	milligram per kilogram	24	hour	003017542015.CEL
5490	liver	Rattus norvegicus	ethionamide	High	1000	milligram per kilogram	24	hour	003017542016.CEL
5491	liver	Rattus norvegicus	ethionamide	High	1000	milligram per kilogram	24	hour	003017542017.CEL
5496	hepatocyte	Rattus norvegicus	ethionamide	Control	0	micromolar	24	hour	003017389027.CEL
5497	hepatocyte	Rattus norvegicus	ethionamide	Control	0	micromolar	24	hour	003017389028.CEL
5514	hepatocyte	Rattus norvegicus	ethionamide	High	600	micromolar	24	hour	003017390003.CEL
5515	hepatocyte	Rattus norvegicus	ethionamide	High	600	micromolar	24	hour	003017390004.CEL
5520	hepatocyte	Homo sapiens	ethionine	Control	0	micromolar	24	hour	003016020024.CEL
5521	hepatocyte	Homo sapiens	ethionine	Control	0	micromolar	24	hour	003016020025.CEL
5538	hepatocyte	Homo sapiens	ethionine	High	10000	micromolar	24	hour	003016020030.CEL
5539	hepatocyte	Homo sapiens	ethionine	High	10000	micromolar	24	hour	003016030010.CEL
5549	liver	Rattus norvegicus	ethionine	Control	0	milligram per kilogram	24	hour	003017671017.CEL
5550	liver	Rattus norvegicus	ethionine	Control	0	milligram per kilogram	24	hour	003017671018.CEL
5551	liver	Rattus norvegicus	ethionine	Control	0	milligram per kilogram	24	hour	003017671019.CEL
5585	liver	Rattus norvegicus	ethionine	High	250	milligram per kilogram	24	hour	003017671026.CEL
5586	liver	Rattus norvegicus	ethionine	High	250	milligram per kilogram	24	hour	003017671027.CEL
5587	liver	Rattus norvegicus	ethionine	High	250	milligram per kilogram	24	hour	003017671028.CEL
5597	kidney	Rattus norvegicus	ethionine	Control	0	milligram per kilogram	24	hour	003017484012.CEL
5598	kidney	Rattus norvegicus	ethionine	Control	0	milligram per kilogram	24	hour	003017484013.CEL
5599	kidney	Rattus norvegicus	ethionine	Control	0	milligram per kilogram	24	hour	003017484014.CEL
5633	kidney	Rattus norvegicus	ethionine	High	250	milligram per kilogram	24	hour	003017484021.CEL
5634	kidney	Rattus norvegicus	ethionine	High	250	milligram per kilogram	24	hour	003017484022.CEL
5635	kidney	Rattus norvegicus	ethionine	High	250	milligram per kilogram	24	hour	003017484023.CEL
5640	hepatocyte	Rattus norvegicus	ethionine	Control	0	micromolar	24	hour	003017027026.CEL
5641	hepatocyte	Rattus norvegicus	ethionine	Control	0	micromolar	24	hour	003017027027.CEL
5658	hepatocyte	Rattus norvegicus	ethionine	High	10000	micromolar	24	hour	003017028002.CEL
5659	hepatocyte	Rattus norvegicus	ethionine	High	10000	micromolar	24	hour	003017028003.CEL
5662	hepatocyte	Homo sapiens	etoposide	Control	0	micromolar	24	hour	003016087003.CEL
5663	hepatocyte	Homo sapiens	etoposide	Control	0	micromolar	24	hour	003016087004.CEL
5670	hepatocyte	Homo sapiens	etoposide	High	330	micromolar	24	hour	003016087007.CEL
5671	hepatocyte	Homo sapiens	etoposide	High	330	micromolar	24	hour	003016087008.CEL
5681	liver	Rattus norvegicus	etoposide	Control	0	milligram per kilogram	24	hour	003017530014.CEL
5682	liver	Rattus norvegicus	etoposide	Control	0	milligram per kilogram	24	hour	003017530015.CEL
5683	liver	Rattus norvegicus	etoposide	Control	0	milligram per kilogram	24	hour	003017530016.CEL
5717	liver	Rattus norvegicus	etoposide	High	1000	milligram per kilogram	24	hour	003017530025.CEL
5718	liver	Rattus norvegicus	etoposide	High	1000	milligram per kilogram	24	hour	003017558004.CEL
5719	liver	Rattus norvegicus	etoposide	High	1000	milligram per kilogram	24	hour	003017558005.CEL
5724	hepatocyte	Rattus norvegicus	etoposide	Control	0	micromolar	24	hour	003017367016.CEL
5725	hepatocyte	Rattus norvegicus	etoposide	Control	0	micromolar	24	hour	003017367017.CEL
5742	hepatocyte	Rattus norvegicus	etoposide	High	350	micromolar	24	hour	003017367022.CEL
5743	hepatocyte	Rattus norvegicus	etoposide	High	350	micromolar	24	hour	003017367023.CEL
5746	hepatocyte	Homo sapiens	famotidine	Control	0	micromolar	24	hour	003016070008.CEL
5747	hepatocyte	Homo sapiens	famotidine	Control	0	micromolar	24	hour	003016070009.CEL
5754	hepatocyte	Homo sapiens	famotidine	High	700	micromolar	24	hour	003016070012.CEL
5755	hepatocyte	Homo sapiens	famotidine	High	700	micromolar	24	hour	003016070013.CEL
5765	liver	Rattus norvegicus	famotidine	Control	0	milligram per kilogram	24	hour	003017188008.CEL
5766	liver	Rattus norvegicus	famotidine	Control	0	milligram per kilogram	24	hour	003017188009.CEL
5767	liver	Rattus norvegicus	famotidine	Control	0	milligram per kilogram	24	hour	003017188010.CEL
5801	liver	Rattus norvegicus	famotidine	High	1000	milligram per kilogram	24	hour	003017188017.CEL
5802	liver	Rattus norvegicus	famotidine	High	1000	milligram per kilogram	24	hour	003017188018.CEL
5803	liver	Rattus norvegicus	famotidine	High	1000	milligram per kilogram	24	hour	003017188019.CEL
5808	hepatocyte	Rattus norvegicus	famotidine	Control	0	micromolar	24	hour	003017254006.CEL
5809	hepatocyte	Rattus norvegicus	famotidine	Control	0	micromolar	24	hour	003017254007.CEL
5826	hepatocyte	Rattus norvegicus	famotidine	High	700	micromolar	24	hour	003017254012.CEL
5827	hepatocyte	Rattus norvegicus	famotidine	High	700	micromolar	24	hour	003017254013.CEL
5830	hepatocyte	Homo sapiens	fenofibrate	Control	0	micromolar	24	hour	003016067026.CEL
5831	hepatocyte	Homo sapiens	fenofibrate	Control	0	micromolar	24	hour	003016067027.CEL
5838	hepatocyte	Homo sapiens	fenofibrate	High	30	micromolar	24	hour	003016067030.CEL
5839	hepatocyte	Homo sapiens	fenofibrate	High	30	micromolar	24	hour	003016068001.CEL
5849	liver	Rattus norvegicus	fenofibrate	Control	0	milligram per kilogram	24	hour	003017413012.CEL
5850	liver	Rattus norvegicus	fenofibrate	Control	0	milligram per kilogram	24	hour	003017413013.CEL
5851	liver	Rattus norvegicus	fenofibrate	Control	0	milligram per kilogram	24	hour	003017413014.CEL
5885	liver	Rattus norvegicus	fenofibrate	High	1000	milligram per kilogram	24	hour	003017413021.CEL
5886	liver	Rattus norvegicus	fenofibrate	High	1000	milligram per kilogram	24	hour	003017413022.CEL
5887	liver	Rattus norvegicus	fenofibrate	High	1000	milligram per kilogram	24	hour	003017413023.CEL
5892	hepatocyte	Rattus norvegicus	fenofibrate	Control	0	micromolar	24	hour	003017250030.CEL
5893	hepatocyte	Rattus norvegicus	fenofibrate	Control	0	micromolar	24	hour	003017251001.CEL
5910	hepatocyte	Rattus norvegicus	fenofibrate	High	30	micromolar	24	hour	003017251006.CEL
5911	hepatocyte	Rattus norvegicus	fenofibrate	High	30	micromolar	24	hour	003017251007.CEL
5916	hepatocyte	Homo sapiens	fluphenazine	Control	0	micromolar	24	hour	003016023017.CEL
5917	hepatocyte	Homo sapiens	fluphenazine	Control	0	micromolar	24	hour	003016023018.CEL
5934	hepatocyte	Homo sapiens	fluphenazine	High	20	micromolar	24	hour	003016023023.CEL
5935	hepatocyte	Homo sapiens	fluphenazine	High	20	micromolar	24	hour	003016023024.CEL
5945	liver	Rattus norvegicus	fluphenazine	Control	0	milligram per kilogram	24	hour	003017038002.CEL
5946	liver	Rattus norvegicus	fluphenazine	Control	0	milligram per kilogram	24	hour	003017038003.CEL
5947	liver	Rattus norvegicus	fluphenazine	Control	0	milligram per kilogram	24	hour	003017038004.CEL
5981	liver	Rattus norvegicus	fluphenazine	High	20	milligram per kilogram	24	hour	003017038011.CEL
5982	liver	Rattus norvegicus	fluphenazine	High	20	milligram per kilogram	24	hour	003017038012.CEL
5983	liver	Rattus norvegicus	fluphenazine	High	20	milligram per kilogram	24	hour	003017038013.CEL
5988	hepatocyte	Rattus norvegicus	fluphenazine	Control	0	micromolar	24	hour	003017125017.CEL
5989	hepatocyte	Rattus norvegicus	fluphenazine	Control	0	micromolar	24	hour	003017125018.CEL
6006	hepatocyte	Rattus norvegicus	fluphenazine	High	30	micromolar	24	hour	003017125023.CEL
6007	hepatocyte	Rattus norvegicus	fluphenazine	High	30	micromolar	24	hour	003017125024.CEL
6012	hepatocyte	Homo sapiens	flutamide	Control	0	micromolar	24	hour	003016043007.CEL
6013	hepatocyte	Homo sapiens	flutamide	Control	0	micromolar	24	hour	003016043008.CEL
6030	hepatocyte	Homo sapiens	flutamide	High	50	micromolar	24	hour	003016043013.CEL
6031	hepatocyte	Homo sapiens	flutamide	High	50	micromolar	24	hour	003016043014.CEL
6041	liver	Rattus norvegicus	flutamide	Control	0	milligram per kilogram	24	hour	003017047013.CEL
6042	liver	Rattus norvegicus	flutamide	Control	0	milligram per kilogram	24	hour	003017047014.CEL
6043	liver	Rattus norvegicus	flutamide	Control	0	milligram per kilogram	24	hour	003017047015.CEL
6077	liver	Rattus norvegicus	flutamide	High	150	milligram per kilogram	24	hour	003017047022.CEL
6078	liver	Rattus norvegicus	flutamide	High	150	milligram per kilogram	24	hour	003017047023.CEL
6079	liver	Rattus norvegicus	flutamide	High	150	milligram per kilogram	24	hour	003017047024.CEL
6084	hepatocyte	Rattus norvegicus	flutamide	Control	0	micromolar	24	hour	003017141003.CEL
6085	hepatocyte	Rattus norvegicus	flutamide	Control	0	micromolar	24	hour	003017141004.CEL
6102	hepatocyte	Rattus norvegicus	flutamide	High	75	micromolar	24	hour	003017143003.CEL
6103	hepatocyte	Rattus norvegicus	flutamide	High	75	micromolar	24	hour	003017143004.CEL
6106	hepatocyte	Homo sapiens	furosemide	Control	0	micromolar	24	hour	003016067014.CEL
6107	hepatocyte	Homo sapiens	furosemide	Control	0	micromolar	24	hour	003016067015.CEL
6114	hepatocyte	Homo sapiens	furosemide	High	2500	micromolar	24	hour	003016067018.CEL
6115	hepatocyte	Homo sapiens	furosemide	High	2500	micromolar	24	hour	003016067019.CEL
6125	liver	Rattus norvegicus	furosemide	Control	0	milligram per kilogram	24	hour	003017193025.CEL
6126	liver	Rattus norvegicus	furosemide	Control	0	milligram per kilogram	24	hour	003017193026.CEL
6127	liver	Rattus norvegicus	furosemide	Control	0	milligram per kilogram	24	hour	003017193027.CEL
6161	liver	Rattus norvegicus	furosemide	High	300	milligram per kilogram	24	hour	003017194004.CEL
6162	liver	Rattus norvegicus	furosemide	High	300	milligram per kilogram	24	hour	003017194005.CEL
6163	liver	Rattus norvegicus	furosemide	High	300	milligram per kilogram	24	hour	003017194006.CEL
6168	hepatocyte	Rattus norvegicus	furosemide	Control	0	micromolar	24	hour	003017255024.CEL
6169	hepatocyte	Rattus norvegicus	furosemide	Control	0	micromolar	24	hour	003017255025.CEL
6186	hepatocyte	Rattus norvegicus	furosemide	High	2500	micromolar	24	hour	003017255030.CEL
6187	hepatocyte	Rattus norvegicus	furosemide	High	2500	micromolar	24	hour	003017256001.CEL
6192	hepatocyte	Homo sapiens	gemfibrozil	Control	0	micromolar	24	hour	003016025029.CEL
6193	hepatocyte	Homo sapiens	gemfibrozil	Control	0	micromolar	24	hour	003016030011.CEL
6210	hepatocyte	Homo sapiens	gemfibrozil	High	100	micromolar	24	hour	003016026004.CEL
6211	hepatocyte	Homo sapiens	gemfibrozil	High	100	micromolar	24	hour	003016026005.CEL
6221	liver	Rattus norvegicus	gemfibrozil	Control	0	milligram per kilogram	24	hour	003017695026.CEL
6222	liver	Rattus norvegicus	gemfibrozil	Control	0	milligram per kilogram	24	hour	003017695027.CEL
6223	liver	Rattus norvegicus	gemfibrozil	Control	0	milligram per kilogram	24	hour	003017695028.CEL
6257	liver	Rattus norvegicus	gemfibrozil	High	300	milligram per kilogram	24	hour	003017696005.CEL
6258	liver	Rattus norvegicus	gemfibrozil	High	300	milligram per kilogram	24	hour	003017696006.CEL
6259	liver	Rattus norvegicus	gemfibrozil	High	300	milligram per kilogram	24	hour	003017696007.CEL
6264	hepatocyte	Rattus norvegicus	gemfibrozil	Control	0	micromolar	24	hour	003017098013.CEL
6265	hepatocyte	Rattus norvegicus	gemfibrozil	Control	0	micromolar	24	hour	003017098014.CEL
6282	hepatocyte	Rattus norvegicus	gemfibrozil	High	100	micromolar	24	hour	003017098019.CEL
6283	hepatocyte	Rattus norvegicus	gemfibrozil	High	100	micromolar	24	hour	003017098020.CEL
6293	liver	Rattus norvegicus	gentamicin	Control	0	milligram per kilogram	24	hour	003017592025.CEL
6294	liver	Rattus norvegicus	gentamicin	Control	0	milligram per kilogram	24	hour	003017592026.CEL
6295	liver	Rattus norvegicus	gentamicin	Control	0	milligram per kilogram	24	hour	003017592027.CEL
6329	liver	Rattus norvegicus	gentamicin	High	100	milligram per kilogram	24	hour	003017593004.CEL
6330	liver	Rattus norvegicus	gentamicin	High	100	milligram per kilogram	24	hour	003017593005.CEL
6331	liver	Rattus norvegicus	gentamicin	High	100	milligram per kilogram	24	hour	003017593006.CEL
6341	kidney	Rattus norvegicus	gentamicin	Control	0	milligram per kilogram	24	hour	003017581020.CEL
6342	kidney	Rattus norvegicus	gentamicin	Control	0	milligram per kilogram	24	hour	003017581021.CEL
6343	kidney	Rattus norvegicus	gentamicin	Control	0	milligram per kilogram	24	hour	003017581022.CEL
6377	kidney	Rattus norvegicus	gentamicin	High	100	milligram per kilogram	24	hour	003017581029.CEL
6378	kidney	Rattus norvegicus	gentamicin	High	100	milligram per kilogram	24	hour	003017581030.CEL
6379	kidney	Rattus norvegicus	gentamicin	High	100	milligram per kilogram	24	hour	003017582025.CEL
6384	hepatocyte	Rattus norvegicus	gentamicin	Control	0	milligram per milliliter	24	hour	003017558023.CEL
6385	hepatocyte	Rattus norvegicus	gentamicin	Control	0	milligram per milliliter	24	hour	003017558024.CEL
6402	hepatocyte	Rattus norvegicus	gentamicin	High	30	milligram per milliliter	24	hour	003017558029.CEL
6403	hepatocyte	Rattus norvegicus	gentamicin	High	30	milligram per milliliter	24	hour	003017558030.CEL
6408	hepatocyte	Homo sapiens	glibenclamide	Control	0	micromolar	24	hour	003016044001.CEL
6409	hepatocyte	Homo sapiens	glibenclamide	Control	0	micromolar	24	hour	003016044002.CEL
6426	hepatocyte	Homo sapiens	glibenclamide	High	20	micromolar	24	hour	003016044007.CEL
6427	hepatocyte	Homo sapiens	glibenclamide	High	20	micromolar	24	hour	003016044008.CEL
6437	liver	Rattus norvegicus	glibenclamide	Control	0	milligram per kilogram	24	hour	003017693014.CEL
6438	liver	Rattus norvegicus	glibenclamide	Control	0	milligram per kilogram	24	hour	003017693015.CEL
6439	liver	Rattus norvegicus	glibenclamide	Control	0	milligram per kilogram	24	hour	003017693016.CEL
