Characteristics[CellType]	Characteristics[Organism]	Parameter Value[Compound]	Parameter Value[DoseLevel]	Parameter Value[Dose]	Unit[ConcentrationUnit]	Parameter Value[TimeOfCollection]	Unit[TimeUnit]	Array Data File
liver	Rattus norvegicus	danazol	Middle	1000	milligram per kilogram	3	hour	003017468026.CEL
liver	Rattus norvegicus	danazol	Middle	1000	milligram per kilogram	3	hour	003017468027.CEL
liver	Rattus norvegicus	danazol	Middle	1000	milligram per kilogram	3	hour	003017468028.CEL
liver	Rattus norvegicus	danazol	Middle	1000	milligram per kilogram	6	hour	003017514002.CEL
liver	Rattus norvegicus	danazol	Middle	1000	milligram per kilogram	6	hour	003017514003.CEL
liver	Rattus norvegicus	danazol	Middle	1000	milligram per kilogram	6	hour	003017514004.CEL
liver	Rattus norvegicus	danazol	Middle	1000	milligram per kilogram	9	hour	003017480006.CEL
liver	Rattus norvegicus	danazol	Middle	1000	milligram per kilogram	9	hour	003017480007.CEL
liver	Rattus norvegicus	danazol	Middle	1000	milligram per kilogram	9	hour	003017480008.CEL
liver	Rattus norvegicus	danazol	Middle	1000	milligram per kilogram	24	hour	003017480018.CEL
liver	Rattus norvegicus	danazol	Middle	1000	milligram per kilogram	24	hour	003017480019.CEL
liver	Rattus norvegicus	danazol	Middle	1000	milligram per kilogram	24	hour	003017480020.CEL
liver	Rattus norvegicus	danazol	High	2000	milligram per kilogram	3	hour	003017468029.CEL
liver	Rattus norvegicus	danazol	High	2000	milligram per kilogram	3	hour	003017468030.CEL
liver	Rattus norvegicus	danazol	High	2000	milligram per kilogram	3	hour	003017469001.CEL
liver	Rattus norvegicus	danazol	High	2000	milligram per kilogram	6	hour	003017469011.CEL
liver	Rattus norvegicus	danazol	High	2000	milligram per kilogram	6	hour	003017469012.CEL
liver	Rattus norvegicus	danazol	High	2000	milligram per kilogram	6	hour	003017469013.CEL
liver	Rattus norvegicus	danazol	High	2000	milligram per kilogram	9	hour	003017480009.CEL
liver	Rattus norvegicus	danazol	High	2000	milligram per kilogram	9	hour	003017480010.CEL
liver	Rattus norvegicus	danazol	High	2000	milligram per kilogram	9	hour	003017480011.CEL
liver	Rattus norvegicus	danazol	High	2000	milligram per kilogram	24	hour	003017480021.CEL
liver	Rattus norvegicus	danazol	High	2000	milligram per kilogram	24	hour	003017480022.CEL
liver	Rattus norvegicus	danazol	High	2000	milligram per kilogram	24	hour	003017480023.CEL
hepatocyte	Rattus norvegicus	danazol	Control	0	micromolar	2	hour	003017356017.CEL
hepatocyte	Rattus norvegicus	danazol	Control	0	micromolar	2	hour	003017356018.CEL
hepatocyte	Rattus norvegicus	danazol	Control	0	micromolar	8	hour	003017356025.CEL
hepatocyte	Rattus norvegicus	danazol	Control	0	micromolar	8	hour	003017356026.CEL
hepatocyte	Rattus norvegicus	danazol	Control	0	micromolar	24	hour	003017357003.CEL
hepatocyte	Rattus norvegicus	danazol	Control	0	micromolar	24	hour	003017357004.CEL
hepatocyte	Rattus norvegicus	danazol	Low	01.kwi	micromolar	2	hour	003017356019.CEL
hepatocyte	Rattus norvegicus	danazol	Low	01.kwi	micromolar	2	hour	003017356020.CEL
hepatocyte	Rattus norvegicus	danazol	Low	01.kwi	micromolar	8	hour	003017356027.CEL
hepatocyte	Rattus norvegicus	danazol	Low	01.kwi	micromolar	8	hour	003017356028.CEL
hepatocyte	Rattus norvegicus	danazol	Low	01.kwi	micromolar	24	hour	003017357005.CEL
hepatocyte	Rattus norvegicus	danazol	Low	01.kwi	micromolar	24	hour	003017357006.CEL
hepatocyte	Rattus norvegicus	danazol	Middle	7	micromolar	2	hour	003017356021.CEL
hepatocyte	Rattus norvegicus	danazol	Middle	7	micromolar	2	hour	003017356022.CEL
hepatocyte	Rattus norvegicus	danazol	Middle	7	micromolar	8	hour	003017356029.CEL
hepatocyte	Rattus norvegicus	danazol	Middle	7	micromolar	8	hour	003017356030.CEL
hepatocyte	Rattus norvegicus	danazol	Middle	7	micromolar	24	hour	003017357007.CEL
hepatocyte	Rattus norvegicus	danazol	Middle	7	micromolar	24	hour	003017357008.CEL
hepatocyte	Rattus norvegicus	danazol	High	35	micromolar	2	hour	003017356023.CEL
hepatocyte	Rattus norvegicus	danazol	High	35	micromolar	2	hour	003017356024.CEL
hepatocyte	Rattus norvegicus	danazol	High	35	micromolar	8	hour	003017357001.CEL
hepatocyte	Rattus norvegicus	danazol	High	35	micromolar	8	hour	003017357002.CEL
hepatocyte	Rattus norvegicus	danazol	High	35	micromolar	24	hour	003017357009.CEL
hepatocyte	Rattus norvegicus	danazol	High	35	micromolar	24	hour	003017357010.CEL
hepatocyte	Homo sapiens	dantrolene	Control	0	micromolar	8	hour	003016088007.CEL
hepatocyte	Homo sapiens	dantrolene	Control	0	micromolar	8	hour	003016088008.CEL
hepatocyte	Homo sapiens	dantrolene	Control	0	micromolar	24	hour	003016085003.CEL
hepatocyte	Homo sapiens	dantrolene	Control	0	micromolar	24	hour	003016085004.CEL
hepatocyte	Homo sapiens	dantrolene	Middle	2	micromolar	8	hour	003016088009.CEL
hepatocyte	Homo sapiens	dantrolene	Middle	2	micromolar	8	hour	003016088010.CEL
hepatocyte	Homo sapiens	dantrolene	Middle	2	micromolar	24	hour	003016085005.CEL
hepatocyte	Homo sapiens	dantrolene	Middle	2	micromolar	24	hour	003016085006.CEL
hepatocyte	Homo sapiens	dantrolene	High	10	micromolar	8	hour	003016085001.CEL
hepatocyte	Homo sapiens	dantrolene	High	10	micromolar	8	hour	003016085002.CEL
hepatocyte	Homo sapiens	dantrolene	High	10	micromolar	24	hour	003016085007.CEL
hepatocyte	Homo sapiens	dantrolene	High	10	micromolar	24	hour	003016085008.CEL
liver	Rattus norvegicus	dantrolene	Control	0	milligram per kilogram	3	hour	003017382029.CEL
liver	Rattus norvegicus	dantrolene	Control	0	milligram per kilogram	3	hour	003017382030.CEL
liver	Rattus norvegicus	dantrolene	Control	0	milligram per kilogram	3	hour	003017383001.CEL
liver	Rattus norvegicus	dantrolene	Control	0	milligram per kilogram	6	hour	003017383011.CEL
liver	Rattus norvegicus	dantrolene	Control	0	milligram per kilogram	6	hour	003017383012.CEL
liver	Rattus norvegicus	dantrolene	Control	0	milligram per kilogram	6	hour	003017383013.CEL
liver	Rattus norvegicus	dantrolene	Control	0	milligram per kilogram	9	hour	003017390005.CEL
liver	Rattus norvegicus	dantrolene	Control	0	milligram per kilogram	9	hour	003017390006.CEL
liver	Rattus norvegicus	dantrolene	Control	0	milligram per kilogram	9	hour	003017390007.CEL
liver	Rattus norvegicus	dantrolene	Control	0	milligram per kilogram	24	hour	003017390017.CEL
liver	Rattus norvegicus	dantrolene	Control	0	milligram per kilogram	24	hour	003017390018.CEL
liver	Rattus norvegicus	dantrolene	Control	0	milligram per kilogram	24	hour	003017390019.CEL
liver	Rattus norvegicus	dantrolene	Low	25	milligram per kilogram	3	hour	003017383002.CEL
liver	Rattus norvegicus	dantrolene	Low	25	milligram per kilogram	3	hour	003017383003.CEL
liver	Rattus norvegicus	dantrolene	Low	25	milligram per kilogram	3	hour	003017383004.CEL
liver	Rattus norvegicus	dantrolene	Low	25	milligram per kilogram	6	hour	003017383014.CEL
liver	Rattus norvegicus	dantrolene	Low	25	milligram per kilogram	6	hour	003017383015.CEL
liver	Rattus norvegicus	dantrolene	Low	25	milligram per kilogram	6	hour	003017383016.CEL
liver	Rattus norvegicus	dantrolene	Low	25	milligram per kilogram	9	hour	003017390008.CEL
liver	Rattus norvegicus	dantrolene	Low	25	milligram per kilogram	9	hour	003017390009.CEL
liver	Rattus norvegicus	dantrolene	Low	25	milligram per kilogram	9	hour	003017390010.CEL
liver	Rattus norvegicus	dantrolene	Low	25	milligram per kilogram	24	hour	003017390020.CEL
liver	Rattus norvegicus	dantrolene	Low	25	milligram per kilogram	24	hour	003017390021.CEL
liver	Rattus norvegicus	dantrolene	Low	25	milligram per kilogram	24	hour	003017390022.CEL
liver	Rattus norvegicus	dantrolene	Middle	75	milligram per kilogram	3	hour	003017383005.CEL
liver	Rattus norvegicus	dantrolene	Middle	75	milligram per kilogram	3	hour	003017383006.CEL
liver	Rattus norvegicus	dantrolene	Middle	75	milligram per kilogram	3	hour	003017383007.CEL
liver	Rattus norvegicus	dantrolene	Middle	75	milligram per kilogram	6	hour	003017383017.CEL
liver	Rattus norvegicus	dantrolene	Middle	75	milligram per kilogram	6	hour	003017383018.CEL
liver	Rattus norvegicus	dantrolene	Middle	75	milligram per kilogram	6	hour	003017383019.CEL
liver	Rattus norvegicus	dantrolene	Middle	75	milligram per kilogram	9	hour	003017390011.CEL
liver	Rattus norvegicus	dantrolene	Middle	75	milligram per kilogram	9	hour	003017417025.CEL
liver	Rattus norvegicus	dantrolene	Middle	75	milligram per kilogram	9	hour	003017417026.CEL
liver	Rattus norvegicus	dantrolene	Middle	75	milligram per kilogram	24	hour	003017390023.CEL
liver	Rattus norvegicus	dantrolene	Middle	75	milligram per kilogram	24	hour	003017390024.CEL
liver	Rattus norvegicus	dantrolene	Middle	75	milligram per kilogram	24	hour	003017390025.CEL
liver	Rattus norvegicus	dantrolene	High	250	milligram per kilogram	3	hour	003017383008.CEL
liver	Rattus norvegicus	dantrolene	High	250	milligram per kilogram	3	hour	003017383009.CEL
liver	Rattus norvegicus	dantrolene	High	250	milligram per kilogram	3	hour	003017383010.CEL
liver	Rattus norvegicus	dantrolene	High	250	milligram per kilogram	6	hour	003017383020.CEL
liver	Rattus norvegicus	dantrolene	High	250	milligram per kilogram	6	hour	003017383021.CEL
liver	Rattus norvegicus	dantrolene	High	250	milligram per kilogram	6	hour	003017383022.CEL
liver	Rattus norvegicus	dantrolene	High	250	milligram per kilogram	9	hour	003017390014.CEL
liver	Rattus norvegicus	dantrolene	High	250	milligram per kilogram	9	hour	003017390015.CEL
liver	Rattus norvegicus	dantrolene	High	250	milligram per kilogram	9	hour	003017390016.CEL
liver	Rattus norvegicus	dantrolene	High	250	milligram per kilogram	24	hour	003017390026.CEL
liver	Rattus norvegicus	dantrolene	High	250	milligram per kilogram	24	hour	003017390027.CEL
liver	Rattus norvegicus	dantrolene	High	250	milligram per kilogram	24	hour	003017390028.CEL
hepatocyte	Rattus norvegicus	dantrolene	Control	0	micromolar	2	hour	003017346005.CEL
hepatocyte	Rattus norvegicus	dantrolene	Control	0	micromolar	2	hour	003017346006.CEL
hepatocyte	Rattus norvegicus	dantrolene	Control	0	micromolar	8	hour	003017346013.CEL
hepatocyte	Rattus norvegicus	dantrolene	Control	0	micromolar	8	hour	003017346014.CEL
hepatocyte	Rattus norvegicus	dantrolene	Control	0	micromolar	24	hour	003017346021.CEL
hepatocyte	Rattus norvegicus	dantrolene	Control	0	micromolar	24	hour	003017346022.CEL
hepatocyte	Rattus norvegicus	dantrolene	Low	0.4	micromolar	2	hour	003017346007.CEL
hepatocyte	Rattus norvegicus	dantrolene	Low	0.4	micromolar	2	hour	003017346008.CEL
hepatocyte	Rattus norvegicus	dantrolene	Low	0.4	micromolar	8	hour	003017346015.CEL
hepatocyte	Rattus norvegicus	dantrolene	Low	0.4	micromolar	8	hour	003017346016.CEL
hepatocyte	Rattus norvegicus	dantrolene	Low	0.4	micromolar	24	hour	003017346023.CEL
hepatocyte	Rattus norvegicus	dantrolene	Low	0.4	micromolar	24	hour	003017346024.CEL
hepatocyte	Rattus norvegicus	dantrolene	Middle	2	micromolar	2	hour	003017346009.CEL
hepatocyte	Rattus norvegicus	dantrolene	Middle	2	micromolar	2	hour	003017346010.CEL
hepatocyte	Rattus norvegicus	dantrolene	Middle	2	micromolar	8	hour	003017346017.CEL
hepatocyte	Rattus norvegicus	dantrolene	Middle	2	micromolar	8	hour	003017346018.CEL
hepatocyte	Rattus norvegicus	dantrolene	Middle	2	micromolar	24	hour	003017346025.CEL
hepatocyte	Rattus norvegicus	dantrolene	Middle	2	micromolar	24	hour	003017346026.CEL
hepatocyte	Rattus norvegicus	dantrolene	High	10	micromolar	2	hour	003017346011.CEL
hepatocyte	Rattus norvegicus	dantrolene	High	10	micromolar	2	hour	003017346012.CEL
hepatocyte	Rattus norvegicus	dantrolene	High	10	micromolar	8	hour	003017346019.CEL
hepatocyte	Rattus norvegicus	dantrolene	High	10	micromolar	8	hour	003017346020.CEL
hepatocyte	Rattus norvegicus	dantrolene	High	10	micromolar	24	hour	003017346027.CEL
hepatocyte	Rattus norvegicus	dantrolene	High	10	micromolar	24	hour	003017346028.CEL
hepatocyte	Homo sapiens	diazepam	Control	0	micromolar	2	hour	003016031007.CEL
hepatocyte	Homo sapiens	diazepam	Control	0	micromolar	2	hour	003016031008.CEL
hepatocyte	Homo sapiens	diazepam	Control	0	micromolar	8	hour	003016031015.CEL
hepatocyte	Homo sapiens	diazepam	Control	0	micromolar	8	hour	003016031016.CEL
hepatocyte	Homo sapiens	diazepam	Control	0	micromolar	24	hour	003016031023.CEL
hepatocyte	Homo sapiens	diazepam	Control	0	micromolar	24	hour	003016031024.CEL
hepatocyte	Homo sapiens	diazepam	Low	10	micromolar	2	hour	003016031009.CEL
hepatocyte	Homo sapiens	diazepam	Low	10	micromolar	2	hour	003016031010.CEL
hepatocyte	Homo sapiens	diazepam	Low	10	micromolar	8	hour	003016031017.CEL
hepatocyte	Homo sapiens	diazepam	Low	10	micromolar	8	hour	003016031018.CEL
hepatocyte	Homo sapiens	diazepam	Low	10	micromolar	24	hour	003016031025.CEL
hepatocyte	Homo sapiens	diazepam	Low	10	micromolar	24	hour	003016031026.CEL
hepatocyte	Homo sapiens	diazepam	Middle	50	micromolar	2	hour	003016031011.CEL
hepatocyte	Homo sapiens	diazepam	Middle	50	micromolar	2	hour	003016031012.CEL
hepatocyte	Homo sapiens	diazepam	Middle	50	micromolar	8	hour	003016031019.CEL
hepatocyte	Homo sapiens	diazepam	Middle	50	micromolar	8	hour	003016031020.CEL
hepatocyte	Homo sapiens	diazepam	Middle	50	micromolar	24	hour	003016031027.CEL
hepatocyte	Homo sapiens	diazepam	Middle	50	micromolar	24	hour	003016031028.CEL
hepatocyte	Homo sapiens	diazepam	High	250	micromolar	2	hour	003016031013.CEL
hepatocyte	Homo sapiens	diazepam	High	250	micromolar	2	hour	003016031014.CEL
hepatocyte	Homo sapiens	diazepam	High	250	micromolar	8	hour	003016031022.CEL
hepatocyte	Homo sapiens	diazepam	High	250	micromolar	8	hour	003016041027.CEL
hepatocyte	Homo sapiens	diazepam	High	250	micromolar	24	hour	003016031029.CEL
hepatocyte	Homo sapiens	diazepam	High	250	micromolar	24	hour	003016031030.CEL
liver	Rattus norvegicus	diazepam	Control	0	milligram per kilogram	3	hour	003017682011.CEL
liver	Rattus norvegicus	diazepam	Control	0	milligram per kilogram	3	hour	003017682012.CEL
liver	Rattus norvegicus	diazepam	Control	0	milligram per kilogram	3	hour	003017682013.CEL
liver	Rattus norvegicus	diazepam	Control	0	milligram per kilogram	6	hour	003017682023.CEL
liver	Rattus norvegicus	diazepam	Control	0	milligram per kilogram	6	hour	003017682024.CEL
liver	Rattus norvegicus	diazepam	Control	0	milligram per kilogram	6	hour	003017682025.CEL
liver	Rattus norvegicus	diazepam	Control	0	milligram per kilogram	9	hour	003017683005.CEL
liver	Rattus norvegicus	diazepam	Control	0	milligram per kilogram	9	hour	003017683006.CEL
liver	Rattus norvegicus	diazepam	Control	0	milligram per kilogram	9	hour	003017683007.CEL
liver	Rattus norvegicus	diazepam	Control	0	milligram per kilogram	24	hour	003017683017.CEL
liver	Rattus norvegicus	diazepam	Control	0	milligram per kilogram	24	hour	003017683018.CEL
liver	Rattus norvegicus	diazepam	Control	0	milligram per kilogram	24	hour	003017683019.CEL
liver	Rattus norvegicus	diazepam	Low	25	milligram per kilogram	3	hour	003017682014.CEL
liver	Rattus norvegicus	diazepam	Low	25	milligram per kilogram	3	hour	003017682015.CEL
liver	Rattus norvegicus	diazepam	Low	25	milligram per kilogram	3	hour	003017682016.CEL
liver	Rattus norvegicus	diazepam	Low	25	milligram per kilogram	6	hour	003017682026.CEL
liver	Rattus norvegicus	diazepam	Low	25	milligram per kilogram	6	hour	003017682027.CEL
liver	Rattus norvegicus	diazepam	Low	25	milligram per kilogram	6	hour	003017682028.CEL
liver	Rattus norvegicus	diazepam	Low	25	milligram per kilogram	9	hour	003017683008.CEL
liver	Rattus norvegicus	diazepam	Low	25	milligram per kilogram	9	hour	003017683009.CEL
liver	Rattus norvegicus	diazepam	Low	25	milligram per kilogram	9	hour	003017683010.CEL
liver	Rattus norvegicus	diazepam	Low	25	milligram per kilogram	24	hour	003017683020.CEL
liver	Rattus norvegicus	diazepam	Low	25	milligram per kilogram	24	hour	003017683021.CEL
liver	Rattus norvegicus	diazepam	Low	25	milligram per kilogram	24	hour	003017683022.CEL
liver	Rattus norvegicus	diazepam	Middle	75	milligram per kilogram	3	hour	003017682017.CEL
liver	Rattus norvegicus	diazepam	Middle	75	milligram per kilogram	3	hour	003017682018.CEL
liver	Rattus norvegicus	diazepam	Middle	75	milligram per kilogram	3	hour	003017682019.CEL
liver	Rattus norvegicus	diazepam	Middle	75	milligram per kilogram	6	hour	003017682029.CEL
liver	Rattus norvegicus	diazepam	Middle	75	milligram per kilogram	6	hour	003017682030.CEL
liver	Rattus norvegicus	diazepam	Middle	75	milligram per kilogram	6	hour	003017683001.CEL
liver	Rattus norvegicus	diazepam	Middle	75	milligram per kilogram	9	hour	003017683011.CEL
liver	Rattus norvegicus	diazepam	Middle	75	milligram per kilogram	9	hour	003017683012.CEL
liver	Rattus norvegicus	diazepam	Middle	75	milligram per kilogram	9	hour	003017683013.CEL
liver	Rattus norvegicus	diazepam	Middle	75	milligram per kilogram	24	hour	003017683023.CEL
liver	Rattus norvegicus	diazepam	Middle	75	milligram per kilogram	24	hour	003017683024.CEL
liver	Rattus norvegicus	diazepam	Middle	75	milligram per kilogram	24	hour	003017683025.CEL
liver	Rattus norvegicus	diazepam	High	250	milligram per kilogram	3	hour	003017682020.CEL
liver	Rattus norvegicus	diazepam	High	250	milligram per kilogram	3	hour	003017682021.CEL
liver	Rattus norvegicus	diazepam	High	250	milligram per kilogram	3	hour	003017682022.CEL
liver	Rattus norvegicus	diazepam	High	250	milligram per kilogram	6	hour	003017683002.CEL
liver	Rattus norvegicus	diazepam	High	250	milligram per kilogram	6	hour	003017683003.CEL
liver	Rattus norvegicus	diazepam	High	250	milligram per kilogram	6	hour	003017683004.CEL
liver	Rattus norvegicus	diazepam	High	250	milligram per kilogram	9	hour	003017683014.CEL
liver	Rattus norvegicus	diazepam	High	250	milligram per kilogram	9	hour	003017683015.CEL
liver	Rattus norvegicus	diazepam	High	250	milligram per kilogram	9	hour	003017683016.CEL
liver	Rattus norvegicus	diazepam	High	250	milligram per kilogram	24	hour	003017683026.CEL
liver	Rattus norvegicus	diazepam	High	250	milligram per kilogram	24	hour	003017683027.CEL
liver	Rattus norvegicus	diazepam	High	250	milligram per kilogram	24	hour	003017683028.CEL
hepatocyte	Rattus norvegicus	diazepam	Control	0	micromolar	2	hour	003017063001.CEL
hepatocyte	Rattus norvegicus	diazepam	Control	0	micromolar	2	hour	003017063002.CEL
hepatocyte	Rattus norvegicus	diazepam	Control	0	micromolar	8	hour	003017063009.CEL
hepatocyte	Rattus norvegicus	diazepam	Control	0	micromolar	8	hour	003017063010.CEL
hepatocyte	Rattus norvegicus	diazepam	Control	0	micromolar	24	hour	003017063017.CEL
hepatocyte	Rattus norvegicus	diazepam	Control	0	micromolar	24	hour	003017063018.CEL
hepatocyte	Rattus norvegicus	diazepam	Low	5	micromolar	2	hour	003017063003.CEL
hepatocyte	Rattus norvegicus	diazepam	Low	5	micromolar	2	hour	003017063004.CEL
hepatocyte	Rattus norvegicus	diazepam	Low	5	micromolar	8	hour	003017063011.CEL
hepatocyte	Rattus norvegicus	diazepam	Low	5	micromolar	8	hour	003017063012.CEL
hepatocyte	Rattus norvegicus	diazepam	Low	5	micromolar	24	hour	003017063019.CEL
hepatocyte	Rattus norvegicus	diazepam	Low	5	micromolar	24	hour	003017063020.CEL
hepatocyte	Rattus norvegicus	diazepam	Middle	25	micromolar	2	hour	003017063005.CEL
